"","X","DistCode","DistName","SchCode","Year","Takeover","SchName","SchType","Neighborhood","Charter","GroupType","GroupName","TestSubject","Level_1_Count","Level_2_Count","Level_3_Count","Level_4_Count","Total_Count","Level_1_Percentage","Level_2_Percentage","Level_3_Percentage","Level_4_Percentage"
"12722",3092,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","AS7","ELA",0,0,0,0,0,0,0,0,0
"12723",3093,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","AS7","Math",0,0,0,0,0,0,0,0,0
"12724",3094,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","BL7","ELA",12,8,1,0,21,0.571428571428571,0.380952380952381,0.0476190476190476,0
"12725",3095,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","BL7","Math",8,13,0,0,21,0.380952380952381,0.619047619047619,0,0
"12726",3096,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","BL7","Science",0,0,0,0,0,0,0,0,0
"12727",3097,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","HI7","ELA",18,19,6,1,44,0.409090909090909,0.431818181818182,0.136363636363636,0.0227272727272727
"12728",3098,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","HI7","Math",19,18,7,0,44,0.431818181818182,0.409090909090909,0.159090909090909,0
"12729",3099,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","HI7","Science",2,6,2,1,11,0.181818181818182,0.545454545454545,0.181818181818182,0.0909090909090909
"12730",3100,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","MU7","ELA",5,6,2,0,13,0.384615384615385,0.461538461538462,0.153846153846154,0
"12731",3101,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","MU7","Math",6,6,1,0,13,0.461538461538462,0.461538461538462,0.0769230769230769,0
"12732",3102,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","MU7","Science",0,0,0,0,0,0,0,0,0
"12733",3103,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","WH7","ELA",16,44,16,0,76,0.210526315789474,0.578947368421053,0.210526315789474,0
"12734",3104,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","WH7","Math",22,49,5,0,76,0.289473684210526,0.644736842105263,0.0657894736842105,0
"12735",3105,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","Race7","WH7","Science",2,14,10,3,29,0.0689655172413793,0.482758620689655,0.344827586206897,0.103448275862069
"12736",3106,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","sex","Female","ELA",25,44,16,0,85,0.294117647058824,0.517647058823529,0.188235294117647,0
"12737",3107,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","sex","Female","Math",35,44,6,0,85,0.411764705882353,0.517647058823529,0.0705882352941176,0
"12738",3108,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","sex","Female","Science",5,17,7,1,30,0.166666666666667,0.566666666666667,0.233333333333333,0.0333333333333333
"12739",3109,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","sex","Male","ELA",27,36,10,1,74,0.364864864864865,0.486486486486487,0.135135135135135,0.0135135135135135
"12740",3110,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","sex","Male","Math",23,43,8,0,74,0.310810810810811,0.581081081081081,0.108108108108108,0
"12741",3111,58,"Beacon Charter School",39603,2022,"Post Takeover","Founders Academy","6-8","Downtown Woonsocket","Yes","sex","Male","Science",2,9,5,3,19,0.105263157894737,0.473684210526316,0.263157894736842,0.157894736842105
"12742",3112,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","All Students","All","ELA",108,176,88,7,379,0.284960422163588,0.464379947229551,0.232189973614776,0.0184696569920844
"12743",3113,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","All Students","All","Math",111,227,42,1,381,0.291338582677165,0.595800524934383,0.110236220472441,0.0026246719160105
"12744",3114,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","All Students","All","Science",30,70,18,6,124,0.241935483870968,0.564516129032258,0.145161290322581,0.0483870967741935
"12745",3115,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","foster","No","ELA",108,176,88,7,379,0.284960422163588,0.464379947229551,0.232189973614776,0.0184696569920844
"12746",3116,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","foster","No","Math",111,227,42,1,381,0.291338582677165,0.595800524934383,0.110236220472441,0.0026246719160105
"12747",3117,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","foster","No","Science",30,70,18,6,124,0.241935483870968,0.564516129032258,0.145161290322581,0.0483870967741935
"12748",3118,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","3","ELA",16,30,18,0,64,0.25,0.46875,0.28125,0
"12749",3119,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","3","Math",23,40,3,0,66,0.348484848484849,0.606060606060606,0.0454545454545455,0
"12750",3120,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","4","ELA",19,35,11,1,66,0.287878787878788,0.53030303030303,0.166666666666667,0.0151515151515152
"12751",3121,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","4","Math",22,30,12,1,65,0.338461538461538,0.461538461538462,0.184615384615385,0.0153846153846154
"12752",3122,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","5","ELA",10,35,18,1,64,0.15625,0.546875,0.28125,0.015625
"12753",3123,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","5","Math",11,47,7,0,65,0.169230769230769,0.723076923076923,0.107692307692308,0
"12754",3124,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","5","Science",20,35,8,2,65,0.307692307692308,0.538461538461538,0.123076923076923,0.0307692307692308
"12755",3125,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","6","ELA",20,22,15,5,62,0.32258064516129,0.354838709677419,0.241935483870968,0.0806451612903226
"12756",3126,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","6","Math",17,39,6,0,62,0.274193548387097,0.629032258064516,0.0967741935483871,0
"12757",3127,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","7","ELA",22,29,12,0,63,0.349206349206349,0.46031746031746,0.19047619047619,0
"12758",3128,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","7","Math",19,37,7,0,63,0.301587301587302,0.587301587301587,0.111111111111111,0
"12759",3129,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","8","ELA",21,25,14,0,60,0.35,0.416666666666667,0.233333333333333,0
"12760",3130,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","8","Math",19,34,7,0,60,0.316666666666667,0.566666666666667,0.116666666666667,0
"12761",3131,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Grade","8","Science",10,35,10,4,59,0.169491525423729,0.593220338983051,0.169491525423729,0.0677966101694915
"12762",3132,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","homeless","No","ELA",108,175,88,7,378,0.285714285714286,0.462962962962963,0.232804232804233,0.0185185185185185
"12763",3133,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","homeless","No","Math",110,227,42,1,380,0.289473684210526,0.597368421052632,0.110526315789474,0.00263157894736842
"12764",3134,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","homeless","No","Science",30,69,18,6,123,0.24390243902439,0.560975609756098,0.146341463414634,0.0487804878048781
"12765",3135,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","homeless","Yes","ELA",0,0,0,0,0,0,0,0,0
"12766",3136,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","homeless","Yes","Math",0,0,0,0,0,0,0,0,0
"12767",3137,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","homeless","Yes","Science",0,0,0,0,0,0,0,0,0
"12768",3138,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","iep","NOT SWD","ELA",73,159,85,7,324,0.225308641975309,0.490740740740741,0.262345679012346,0.0216049382716049
"12769",3139,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","iep","NOT SWD","Math",78,207,40,1,326,0.239263803680982,0.634969325153374,0.122699386503067,0.00306748466257669
"12770",3140,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","iep","NOT SWD","Science",25,68,16,6,115,0.217391304347826,0.591304347826087,0.139130434782609,0.0521739130434783
"12771",3141,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","iep","SWD","ELA",35,17,3,0,55,0.636363636363636,0.309090909090909,0.0545454545454545,0
"12772",3142,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","iep","SWD","Math",33,20,2,0,55,0.6,0.363636363636364,0.0363636363636364,0
"12773",3143,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","iep","SWD","Science",0,0,0,0,0,0,0,0,0
"12774",3144,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","lep","ELL","ELA",66,73,19,0,158,0.417721518987342,0.462025316455696,0.120253164556962,0
"12775",3145,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","lep","ELL","Math",61,87,12,0,160,0.38125,0.54375,0.075,0
"12776",3146,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","lep","ELL","Science",20,24,2,1,47,0.425531914893617,0.51063829787234,0.0425531914893617,0.0212765957446809
"12777",3147,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","lep","Not ELL","ELA",42,103,69,7,221,0.190045248868778,0.46606334841629,0.312217194570136,0.0316742081447964
"12778",3148,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","lep","Not ELL","Math",50,140,30,1,221,0.226244343891403,0.633484162895928,0.135746606334842,0.00452488687782805
"12779",3149,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","lep","Not ELL","Science",10,46,16,5,77,0.12987012987013,0.597402597402597,0.207792207792208,0.0649350649350649
"12780",3150,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","lunch","No","ELA",8,29,21,0,58,0.137931034482759,0.5,0.362068965517241,0
"12781",3151,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","lunch","No","Math",14,32,11,1,58,0.241379310344828,0.551724137931034,0.189655172413793,0.0172413793103448
"12782",3152,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","lunch","No","Science",3,15,4,3,25,0.12,0.6,0.16,0.12
"12783",3153,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","lunch","Yes","ELA",100,147,67,7,321,0.311526479750779,0.457943925233645,0.208722741433022,0.0218068535825545
"12784",3154,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","lunch","Yes","Math",97,195,31,0,323,0.30030959752322,0.603715170278638,0.0959752321981424,0
"12785",3155,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","lunch","Yes","Science",27,55,14,3,99,0.272727272727273,0.555555555555556,0.141414141414141,0.0303030303030303
"12786",3156,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","migrant","No","ELA",108,176,88,7,379,0.284960422163588,0.464379947229551,0.232189973614776,0.0184696569920844
"12787",3157,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","migrant","No","Math",111,227,42,1,381,0.291338582677165,0.595800524934383,0.110236220472441,0.0026246719160105
"12788",3158,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","migrant","No","Science",30,70,18,6,124,0.241935483870968,0.564516129032258,0.145161290322581,0.0483870967741935
"12789",3159,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","military","No","ELA",108,176,88,7,379,0.284960422163588,0.464379947229551,0.232189973614776,0.0184696569920844
"12790",3160,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","military","No","Math",111,227,42,1,381,0.291338582677165,0.595800524934383,0.110236220472441,0.0026246719160105
"12791",3161,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","military","No","Science",30,70,18,6,124,0.241935483870968,0.564516129032258,0.145161290322581,0.0483870967741935
"12792",3162,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","AS7","ELA",0,0,0,0,0,0,0,0,0
"12793",3163,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","AS7","Math",0,0,0,0,0,0,0,0,0
"12794",3164,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","AS7","Science",0,0,0,0,0,0,0,0,0
"12795",3165,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","BL7","ELA",18,23,15,1,57,0.315789473684211,0.403508771929825,0.263157894736842,0.0175438596491228
"12796",3166,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","BL7","Math",18,34,5,0,57,0.315789473684211,0.596491228070175,0.087719298245614,0
"12797",3167,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","BL7","Science",6,3,3,1,13,0.461538461538462,0.230769230769231,0.230769230769231,0.0769230769230769
"12798",3168,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","HI7","ELA",89,150,60,4,303,0.293729372937294,0.495049504950495,0.198019801980198,0.0132013201320132
"12799",3169,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","HI7","Math",92,184,29,0,305,0.301639344262295,0.60327868852459,0.0950819672131148,0
"12800",3170,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","HI7","Science",24,64,13,2,103,0.233009708737864,0.621359223300971,0.12621359223301,0.0194174757281553
"12801",3171,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","MU7","ELA",0,0,0,0,0,0,0,0,0
"12802",3172,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","MU7","Math",0,0,0,0,0,0,0,0,0
"12803",3173,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","MU7","Science",0,0,0,0,0,0,0,0,0
"12804",3174,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","WH7","ELA",1,3,10,1,15,0.0666666666666667,0.2,0.666666666666667,0.0666666666666667
"12805",3175,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","WH7","Math",1,7,6,1,15,0.0666666666666667,0.466666666666667,0.4,0.0666666666666667
"12806",3176,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","Race7","WH7","Science",0,0,0,0,0,0,0,0,0
"12807",3177,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","sex","Female","ELA",37,89,48,5,179,0.206703910614525,0.497206703910615,0.268156424581006,0.0279329608938547
"12808",3178,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","sex","Female","Math",45,121,14,0,180,0.25,0.672222222222222,0.0777777777777778,0
"12809",3179,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","sex","Female","Science",11,38,9,1,59,0.186440677966102,0.644067796610169,0.152542372881356,0.0169491525423729
"12810",3180,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","sex","Male","ELA",71,87,40,2,200,0.355,0.435,0.2,0.01
"12811",3181,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","sex","Male","Math",66,106,28,1,201,0.328358208955224,0.527363184079602,0.139303482587065,0.00497512437810945
"12812",3182,59,"Learning Community",4601,2022,"Post Takeover","The Learning Community Charter School","K-8","Unknown","Yes","sex","Male","Science",19,32,9,5,65,0.292307692307692,0.492307692307692,0.138461538461538,0.0769230769230769
"12813",3183,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","All Students","All","ELA",34,51,16,1,102,0.333333333333333,0.5,0.156862745098039,0.00980392156862745
"12814",3184,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","All Students","All","Math",49,42,11,0,102,0.480392156862745,0.411764705882353,0.107843137254902,0
"12815",3185,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","All Students","All","Science",22,39,2,0,63,0.349206349206349,0.619047619047619,0.0317460317460317,0
"12816",3186,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","foster","No","ELA",33,51,16,1,101,0.326732673267327,0.504950495049505,0.158415841584158,0.0099009900990099
"12817",3187,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","foster","No","Math",48,42,11,0,101,0.475247524752475,0.415841584158416,0.108910891089109,0
"12818",3188,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","foster","No","Science",21,39,2,0,62,0.338709677419355,0.629032258064516,0.032258064516129,0
"12819",3189,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","foster","Yes","ELA",0,0,0,0,0,0,0,0,0
"12820",3190,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","foster","Yes","Math",0,0,0,0,0,0,0,0,0
"12821",3191,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","foster","Yes","Science",0,0,0,0,0,0,0,0,0
"12822",3192,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","Grade","7","ELA",14,17,9,0,40,0.35,0.425,0.225,0
"12823",3193,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","Grade","7","Math",21,16,2,0,39,0.538461538461538,0.41025641025641,0.0512820512820513,0
"12824",3194,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","Grade","8","ELA",10,26,1,0,37,0.27027027027027,0.702702702702703,0.027027027027027,0
"12825",3195,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","Grade","8","Math",12,18,8,0,38,0.315789473684211,0.473684210526316,0.210526315789474,0
"12826",3196,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","Grade","8","Science",13,23,2,0,38,0.342105263157895,0.605263157894737,0.0526315789473684,0
"12827",3197,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","Grade","11","ELA",10,8,6,1,25,0.4,0.32,0.24,0.04
"12828",3198,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","Grade","11","Math",16,8,1,0,25,0.64,0.32,0.04,0
"12829",3199,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","Grade","11","Science",9,16,0,0,25,0.36,0.64,0,0
"12830",3200,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","homeless","No","ELA",32,48,15,1,96,0.333333333333333,0.5,0.15625,0.0104166666666667
"12831",3201,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","homeless","No","Math",45,40,11,0,96,0.46875,0.416666666666667,0.114583333333333,0
"12832",3202,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","homeless","No","Science",21,36,2,0,59,0.355932203389831,0.610169491525424,0.0338983050847458,0
"12833",3203,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","homeless","Yes","ELA",0,0,0,0,0,0,0,0,0
"12834",3204,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","homeless","Yes","Math",0,0,0,0,0,0,0,0,0
"12835",3205,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","homeless","Yes","Science",0,0,0,0,0,0,0,0,0
"12836",3206,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","iep","NOT SWD","ELA",26,48,16,1,91,0.285714285714286,0.527472527472527,0.175824175824176,0.010989010989011
"12837",3207,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","iep","NOT SWD","Math",41,39,11,0,91,0.450549450549451,0.428571428571429,0.120879120879121,0
"12838",3208,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","iep","NOT SWD","Science",19,34,2,0,55,0.345454545454545,0.618181818181818,0.0363636363636364,0
"12839",3209,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","iep","SWD","ELA",8,3,0,0,11,0.727272727272727,0.272727272727273,0,0
"12840",3210,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","iep","SWD","Math",8,3,0,0,11,0.727272727272727,0.272727272727273,0,0
"12841",3211,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","iep","SWD","Science",0,0,0,0,0,0,0,0,0
"12842",3212,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","lep","ELL","ELA",16,6,1,0,23,0.695652173913043,0.260869565217391,0.0434782608695652,0
"12843",3213,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","lep","ELL","Math",19,5,0,0,24,0.791666666666667,0.208333333333333,0,0
"12844",3214,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","lep","ELL","Science",5,6,0,0,11,0.454545454545455,0.545454545454545,0,0
"12845",3215,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","lep","Not ELL","ELA",18,45,15,1,79,0.227848101265823,0.569620253164557,0.189873417721519,0.0126582278481013
"12846",3216,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","lep","Not ELL","Math",30,37,11,0,78,0.384615384615385,0.474358974358974,0.141025641025641,0
"12847",3217,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","lep","Not ELL","Science",17,33,2,0,52,0.326923076923077,0.634615384615385,0.0384615384615385,0
"12848",3218,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","lunch","No","ELA",6,7,7,0,20,0.3,0.35,0.35,0
"12849",3219,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","lunch","No","Math",5,11,4,0,20,0.25,0.55,0.2,0
"12850",3220,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","lunch","No","Science",0,0,0,0,0,0,0,0,0
"12851",3221,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","lunch","Yes","ELA",28,44,9,1,82,0.341463414634146,0.536585365853659,0.109756097560976,0.0121951219512195
"12852",3222,61,"Trinity Academy for the Performing Arts",28606,2022,"Post Takeover","Trinity Academy for the Performing Arts","7-12","Downtown Providence","Yes","lunch","Yes","Math",44,31,7,0,82,0.536585365853659,0.378048780487805,0.0853658536585366,0
